,cy,yyyymmddhh,latns,lonew,mslp,vmax,rmax,ty,fyyyymmddhh,ftech,ftau,fverftime,flatns,flonew,e_alongtrack,e_crosstrack,e_totalerror
1782,18,2011-10-28 06:00:00,20.9,-87.1,998,25.7222,37,TS,2011-10-28 06:00:00,OFCL,0,2011-10-28 06:00:00,20.9,-87.1,0.0,0.0,0.0
1783,18,2011-10-28 12:00:00,21.4,-86.9,1002,20.5778,37,TS,2011-10-28 12:00:00,OFCL,0,2011-10-28 12:00:00,21.5,-86.8,15.2558,-3.81395,15.7253
1784,19,2011-11-08 18:00:00,27.8,-70.0,999,23.15,120,TS,2011-11-08 06:00:00,OFCL,12,2011-11-08 18:00:00,27.2,-69.7,-33.3585,-66.717,74.5918
1785,19,2011-11-09 06:00:00,27.8,-70.2,996,25.7222,111,TS,2011-11-08 06:00:00,OFCL,24,2011-11-09 06:00:00,27.4,-70.0,-39.7823,-29.8367,49.7279
1786,19,2011-11-09 18:00:00,28.3,-70.6,991,28.2944,74,TS,2011-11-08 06:00:00,OFCL,36,2011-11-09 18:00:00,28.2,-70.5,-12.5803,9.4352,15.7253
1787,19,2011-11-10 06:00:00,29.7,-70.9,984,28.2944,74,TS,2011-11-08 06:00:00,OFCL,48,2011-11-10 06:00:00,29.2,-70.8,-47.4913,30.9726,56.6985
1788,19,2011-11-11 06:00:00,32.2,-67.2,987,25.7222,55,TS,2011-11-08 06:00:00,OFCL,72,2011-11-11 06:00:00,31.5,-68.8,-191.987,-29.1938,194.194
1789,19,2011-11-09 00:00:00,27.8,-70.1,999,23.15,120,TS,2011-11-08 12:00:00,OFCL,12,2011-11-09 00:00:00,27.8,-69.7,-44.478,2.72349e-15,44.478
1790,19,2011-11-09 12:00:00,27.9,-70.4,994,28.2944,92,TS,2011-11-08 12:00:00,OFCL,24,2011-11-09 12:00:00,28.2,-70.1,14.9184,44.7551,47.176
1791,19,2011-11-10 00:00:00,29.0,-70.7,987,28.2944,74,TS,2011-11-08 12:00:00,OFCL,36,2011-11-10 00:00:00,29.2,-70.4,12.219,38.1845,40.0919
1792,19,2011-11-10 12:00:00,30.2,-70.7,982,28.2944,74,TS,2011-11-08 12:00:00,OFCL,48,2011-11-10 12:00:00,30.2,-70.4,30.6613,13.1405,33.3585
1793,19,2011-11-11 12:00:00,33.4,-65.3,991,23.15,74,TS,2011-11-08 12:00:00,OFCL,72,2011-11-11 12:00:00,33.5,-66.0,-63.9812,-45.7008,78.6267
1794,19,2011-11-08 18:00:00,27.8,-70.0,999,23.15,120,TS,2011-11-08 18:00:00,OFCL,0,2011-11-08 18:00:00,27.8,-69.6,-44.478,2.72349e-15,44.478
1795,19,2011-11-09 06:00:00,27.8,-70.2,996,25.7222,111,TS,2011-11-08 18:00:00,OFCL,12,2011-11-09 06:00:00,27.9,-70.2,4.97279,9.94558,11.1195
1796,19,2011-11-09 18:00:00,28.3,-70.6,991,28.2944,74,TS,2011-11-08 18:00:00,OFCL,24,2011-11-09 18:00:00,28.4,-70.4,7.86267,23.588,24.8639
1797,19,2011-11-10 06:00:00,29.7,-70.9,984,28.2944,74,TS,2011-11-08 18:00:00,OFCL,36,2011-11-10 06:00:00,29.0,-70.5,-55.7506,70.2045,89.6482
1798,19,2011-11-10 18:00:00,30.5,-70.0,983,28.2944,55,TS,2011-11-08 18:00:00,OFCL,48,2011-11-10 18:00:00,29.9,-69.7,-3.62377e-13,74.5918,74.5918
1799,19,2011-11-11 18:00:00,34.8,-62.6,995,20.5778,111,TS,2011-11-08 18:00:00,OFCL,72,2011-11-11 18:00:00,34.0,-64.0,-176.136,33.5183,179.296
1800,19,2011-11-09 00:00:00,27.8,-70.1,999,23.15,120,TS,2011-11-09 00:00:00,OFCL,0,2011-11-09 00:00:00,27.8,-69.9,-22.239,1.36175e-15,22.239
1801,19,2011-11-09 12:00:00,27.9,-70.4,994,28.2944,92,TS,2011-11-09 00:00:00,OFCL,12,2011-11-09 12:00:00,28.0,-70.5,14.9184,-4.97279,15.7253
1802,19,2011-11-10 00:00:00,29.0,-70.7,987,28.2944,74,TS,2011-11-09 00:00:00,OFCL,24,2011-11-10 00:00:00,28.6,-70.6,-45.8214,-1.52738,45.8468
1803,19,2011-11-10 12:00:00,30.2,-70.7,982,28.2944,74,TS,2011-11-09 00:00:00,OFCL,36,2011-11-10 12:00:00,29.5,-70.1,30.6613,97.8241,102.517
1804,19,2011-11-11 00:00:00,31.0,-69.0,984,28.2944,55,TS,2011-11-09 00:00:00,OFCL,48,2011-11-11 00:00:00,31.0,-68.4,55.5119,37.0079,66.717
1805,19,2011-11-09 06:00:00,27.8,-70.2,996,25.7222,111,TS,2011-11-09 06:00:00,OFCL,0,2011-11-09 06:00:00,27.9,-70.3,14.9184,4.97279,15.7253
1806,19,2011-11-09 18:00:00,28.3,-70.6,991,28.2944,74,TS,2011-11-09 06:00:00,OFCL,12,2011-11-09 18:00:00,28.4,-70.7,12.5803,-9.4352,15.7253
1807,19,2011-11-10 06:00:00,29.7,-70.9,984,28.2944,74,TS,2011-11-09 06:00:00,OFCL,24,2011-11-10 06:00:00,29.4,-70.7,-22.7132,33.0374,40.0919
1808,19,2011-11-10 18:00:00,30.5,-70.0,983,28.2944,55,TS,2011-11-09 06:00:00,OFCL,36,2011-11-10 18:00:00,30.6,-69.7,34.8095,4.97279,35.1629
1809,19,2011-11-11 06:00:00,32.2,-67.2,987,25.7222,55,TS,2011-11-09 06:00:00,OFCL,48,2011-11-11 06:00:00,33.1,-67.4,34.6368,-96.4881,102.517
1810,19,2011-11-09 12:00:00,27.9,-70.4,994,28.2944,92,TS,2011-11-09 12:00:00,OFCL,0,2011-11-09 12:00:00,27.8,-70.4,-9.94558,-4.97279,11.1195
1811,19,2011-11-10 00:00:00,29.0,-70.7,987,28.2944,74,TS,2011-11-09 12:00:00,OFCL,12,2011-11-10 00:00:00,28.4,-70.6,-67.2047,-7.6369,67.6372
1812,19,2011-11-10 12:00:00,30.2,-70.7,982,28.2944,74,TS,2011-11-09 12:00:00,OFCL,24,2011-11-10 12:00:00,29.6,-70.2,24.821,83.2235,86.846
1813,19,2011-11-11 00:00:00,31.0,-69.0,984,28.2944,55,TS,2011-11-09 12:00:00,OFCL,36,2011-11-11 00:00:00,31.5,-68.4,86.3518,-9.25198,86.846
1814,19,2011-11-11 12:00:00,33.4,-65.3,991,23.15,74,TS,2011-11-09 12:00:00,OFCL,48,2011-11-11 12:00:00,33.8,-65.3,20.474,-39.4855,44.478
1815,19,2011-11-09 18:00:00,28.3,-70.6,991,28.2944,74,TS,2011-11-09 18:00:00,OFCL,0,2011-11-09 18:00:00,28.3,-70.6,0.0,0.0,0.0
1816,19,2011-11-10 06:00:00,29.7,-70.9,984,28.2944,74,TS,2011-11-09 18:00:00,OFCL,12,2011-11-10 06:00:00,29.4,-70.5,-14.4539,53.6858,55.5975
1817,19,2011-11-10 18:00:00,30.5,-70.0,983,28.2944,55,TS,2011-11-09 18:00:00,OFCL,24,2011-11-10 18:00:00,30.6,-69.5,54.7007,14.9184,56.6985
1818,19,2011-11-11 06:00:00,32.2,-67.2,987,25.7222,55,TS,2011-11-09 18:00:00,OFCL,36,2011-11-11 06:00:00,32.7,-67.0,48.4915,-35.1316,59.8803
1819,19,2011-11-11 18:00:00,34.8,-62.6,995,20.5778,111,TS,2011-11-09 18:00:00,OFCL,48,2011-11-11 18:00:00,35.8,-62.7,25.6317,-108.77,111.75
1820,19,2011-11-10 00:00:00,29.0,-70.7,987,28.2944,74,TS,2011-11-10 00:00:00,OFCL,0,2011-11-10 00:00:00,29.1,-70.6,7.6369,13.7464,15.7253
1821,19,2011-11-10 12:00:00,30.2,-70.7,982,28.2944,74,TS,2011-11-10 00:00:00,OFCL,12,2011-11-10 12:00:00,30.3,-70.2,55.4823,11.6805,56.6985
1822,19,2011-11-11 00:00:00,31.0,-69.0,984,28.2944,55,TS,2011-11-10 00:00:00,OFCL,24,2011-11-11 00:00:00,31.8,-68.3,114.108,-30.8399,118.202
1823,19,2011-11-11 12:00:00,33.4,-65.3,991,23.15,74,TS,2011-11-10 00:00:00,OFCL,36,2011-11-11 12:00:00,34.5,-64.9,95.7889,-88.1112,130.15
1824,19,2011-11-10 06:00:00,29.7,-70.9,984,28.2944,74,TS,2011-11-10 06:00:00,OFCL,0,2011-11-10 06:00:00,29.8,-70.8,14.4539,6.19451,15.7253
1825,19,2011-11-10 18:00:00,30.5,-70.0,983,28.2944,55,TS,2011-11-10 06:00:00,OFCL,12,2011-11-10 18:00:00,31.2,-69.8,54.7007,-59.6735,80.9511
1826,19,2011-11-11 06:00:00,32.2,-67.2,987,25.7222,55,TS,2011-11-10 06:00:00,OFCL,24,2011-11-11 06:00:00,33.4,-67.2,71.2528,-112.817,133.434
1827,19,2011-11-11 18:00:00,34.8,-62.6,995,20.5778,111,TS,2011-11-10 06:00:00,OFCL,36,2011-11-11 18:00:00,37.0,-63.0,37.4617,-245.801,248.639
1828,19,2011-11-10 12:00:00,30.2,-70.7,982,28.2944,74,TS,2011-11-10 12:00:00,OFCL,0,2011-11-10 12:00:00,30.2,-70.8,-10.2204,-4.38018,11.1195
1829,19,2011-11-11 00:00:00,31.0,-69.0,984,28.2944,55,TS,2011-11-10 12:00:00,OFCL,12,2011-11-11 00:00:00,31.8,-69.0,49.3439,-74.0158,88.9559
1830,19,2011-11-11 12:00:00,33.4,-65.3,991,23.15,74,TS,2011-11-10 12:00:00,OFCL,24,2011-11-11 12:00:00,34.7,-65.6,36.9263,-143.683,148.353
1831,19,2011-11-10 18:00:00,30.5,-70.0,983,28.2944,55,TS,2011-11-10 18:00:00,OFCL,0,2011-11-10 18:00:00,30.5,-70.0,0.0,0.0,0.0
1832,19,2011-11-11 06:00:00,32.2,-67.2,987,25.7222,55,TS,2011-11-10 18:00:00,OFCL,12,2011-11-11 06:00:00,32.5,-67.4,-0.989622,-40.0797,40.0919
1833,19,2011-11-11 18:00:00,34.8,-62.6,995,20.5778,111,TS,2011-11-10 18:00:00,OFCL,24,2011-11-11 18:00:00,36.1,-62.9,15.4447,-147.546,148.353
1834,19,2011-11-11 00:00:00,31.0,-69.0,984,28.2944,55,TS,2011-11-11 00:00:00,OFCL,0,2011-11-11 00:00:00,31.0,-69.0,0.0,0.0,0.0
1835,19,2011-11-11 12:00:00,33.4,-65.3,991,23.15,74,TS,2011-11-11 00:00:00,OFCL,12,2011-11-11 12:00:00,33.6,-65.3,10.237,-19.7428,22.239
1836,19,2011-11-11 06:00:00,32.2,-67.2,987,25.7222,55,TS,2011-11-11 06:00:00,OFCL,0,2011-11-11 06:00:00,32.2,-67.2,0.0,0.0,0.0
1837,19,2011-11-11 18:00:00,34.8,-62.6,995,20.5778,111,TS,2011-11-11 06:00:00,OFCL,12,2011-11-11 18:00:00,35.2,-62.8,-6.57222,-49.2917,49.7279
1838,19,2011-11-11 12:00:00,33.4,-65.3,991,23.15,74,TS,2011-11-11 12:00:00,OFCL,0,2011-11-11 12:00:00,33.4,-65.3,0.0,0.0,0.0
1839,19,2011-11-11 18:00:00,34.8,-62.6,995,20.5778,111,TS,2011-11-11 18:00:00,OFCL,0,2011-11-11 18:00:00,34.8,-62.6,0.0,0.0,0.0
1840,1,2012-05-19 18:00:00,32.3,-77.6,997,23.15,55,TS,2012-05-19 18:00:00,OFCL,0,2012-05-19 18:00:00,32.3,-77.6,0.0,0.0,0.0
1841,1,2012-05-20 06:00:00,31.9,-78.7,998,23.15,37,TS,2012-05-19 18:00:00,OFCL,12,2012-05-20 06:00:00,31.9,-78.1,-59.6735,-29.8367,66.717
1842,1,2012-05-20 18:00:00,31.1,-79.9,1005,20.5778,18,TS,2012-05-19 18:00:00,OFCL,24,2012-05-20 18:00:00,31.7,-78.5,-129.292,-109.401,169.367
1843,1,2012-05-21 06:00:00,30.4,-79.8,1007,18.0056,18,TS,2012-05-19 18:00:00,OFCL,36,2012-05-21 06:00:00,31.9,-78.9,100.075,-166.792,194.512
1844,1,2012-05-21 18:00:00,30.5,-78.3,1006,18.0056,37,TS,2012-05-19 18:00:00,OFCL,48,2012-05-21 18:00:00,32.7,-78.5,18.2803,-244.956,245.638
1845,1,2012-05-20 00:00:00,32.1,-78.1,995,25.7222,27,TS,2012-05-20 00:00:00,OFCL,0,2012-05-20 00:00:00,32.0,-78.2,14.0652,-7.03258,15.7253
1846,1,2012-05-20 12:00:00,31.5,-79.5,1000,20.5778,37,TS,2012-05-20 00:00:00,OFCL,12,2012-05-20 12:00:00,31.6,-79.0,-47.176,-31.4507,56.6985
1847,1,2012-05-21 00:00:00,30.7,-80.1,1007,18.0056,18,TS,2012-05-20 00:00:00,OFCL,24,2012-05-21 00:00:00,31.4,-79.5,-7.86267,-102.215,102.517
1848,1,2012-05-21 12:00:00,30.4,-79.1,1007,18.0056,18,TS,2012-05-20 00:00:00,OFCL,36,2012-05-21 12:00:00,31.8,-79.4,-13.792,-158.608,159.207
1849,1,2012-05-22 00:00:00,30.7,-77.1,1007,18.0056,74,TS,2012-05-20 00:00:00,OFCL,48,2012-05-22 00:00:00,32.7,-78.2,43.4143,-250.067,253.807
1850,1,2012-05-20 06:00:00,31.9,-78.7,998,23.15,37,TS,2012-05-20 06:00:00,OFCL,0,2012-05-20 06:00:00,31.8,-78.7,4.97279,-9.94558,11.1195
1851,1,2012-05-20 18:00:00,31.1,-79.9,1005,20.5778,18,TS,2012-05-20 06:00:00,OFCL,12,2012-05-20 18:00:00,31.4,-79.3,-59.6735,-44.7551,74.5918
1852,1,2012-05-21 06:00:00,30.4,-79.8,1007,18.0056,18,TS,2012-05-20 06:00:00,OFCL,24,2012-05-21 06:00:00,31.2,-79.5,33.3585,-88.9559,95.005
1853,1,2012-05-21 18:00:00,30.5,-78.3,1006,18.0056,37,TS,2012-05-20 06:00:00,OFCL,36,2012-05-21 18:00:00,31.6,-78.8,-34.7326,-129.79,134.357
1854,1,2012-05-22 06:00:00,31.5,-76.1,1007,18.0056,74,TS,2012-05-20 06:00:00,OFCL,48,2012-05-22 06:00:00,32.8,-77.1,-6.46307,-182.259,182.373
1855,1,2012-05-20 12:00:00,31.5,-79.5,1000,20.5778,37,TS,2012-05-20 12:00:00,OFCL,0,2012-05-20 12:00:00,31.7,-79.3,-31.4507,-5.32907e-15,31.4507
1856,1,2012-05-21 00:00:00,30.7,-80.1,1007,18.0056,18,TS,2012-05-20 12:00:00,OFCL,12,2012-05-21 00:00:00,31.2,-79.7,-7.86267,-70.764,71.1995
1857,1,2012-05-21 12:00:00,30.4,-79.1,1007,18.0056,18,TS,2012-05-20 12:00:00,OFCL,24,2012-05-21 12:00:00,31.4,-79.1,13.792,-110.336,111.195
1858,1,2012-05-22 00:00:00,30.7,-77.1,1007,18.0056,74,TS,2012-05-20 12:00:00,OFCL,36,2012-05-22 00:00:00,32.3,-77.6,67.7263,-173.657,186.397
1859,1,2012-05-20 18:00:00,31.1,-79.9,1005,20.5778,18,TS,2012-05-20 18:00:00,OFCL,0,2012-05-20 18:00:00,31.1,-79.9,0.0,0.0,0.0
1860,1,2012-05-21 06:00:00,30.4,-79.8,1007,18.0056,18,TS,2012-05-20 18:00:00,OFCL,12,2012-05-21 06:00:00,30.8,-79.8,2.72349e-15,-44.478,44.478
1861,1,2012-05-21 18:00:00,30.5,-78.3,1006,18.0056,37,TS,2012-05-20 18:00:00,OFCL,24,2012-05-21 18:00:00,31.2,-78.6,-20.1084,-82.2615,84.6835
1862,1,2012-05-22 06:00:00,31.5,-76.1,1007,18.0056,74,TS,2012-05-20 18:00:00,OFCL,36,2012-05-22 06:00:00,32.5,-76.6,19.3892,-122.798,124.32
1863,1,2012-05-21 00:00:00,30.7,-80.1,1007,18.0056,18,TS,2012-05-21 00:00:00,OFCL,0,2012-05-21 00:00:00,30.7,-80.1,0.0,0.0,0.0
1864,1,2012-05-21 12:00:00,30.4,-79.1,1007,18.0056,18,TS,2012-05-21 00:00:00,OFCL,12,2012-05-21 12:00:00,30.6,-79.4,-30.3425,-26.2049,40.0919
1865,1,2012-05-22 00:00:00,30.7,-77.1,1007,18.0056,74,TS,2012-05-21 00:00:00,OFCL,24,2012-05-22 00:00:00,31.5,-77.8,-5.20972,-118.087,118.202
1866,1,2012-05-21 06:00:00,30.4,-79.8,1007,18.0056,18,TS,2012-05-21 06:00:00,OFCL,0,2012-05-21 06:00:00,30.4,-79.9,-11.1195,-6.80873e-16,11.1195
1867,1,2012-05-21 18:00:00,30.5,-78.3,1006,18.0056,37,TS,2012-05-21 06:00:00,OFCL,12,2012-05-21 18:00:00,30.6,-78.7,-42.0448,-18.2803,45.8468
1868,1,2012-05-22 06:00:00,31.5,-76.1,1007,18.0056,74,TS,2012-05-21 06:00:00,OFCL,24,2012-05-22 06:00:00,31.8,-76.8,-43.9489,-72.3864,84.6835
1869,1,2012-05-21 12:00:00,30.4,-79.1,1007,18.0056,18,TS,2012-05-21 12:00:00,OFCL,0,2012-05-21 12:00:00,30.4,-79.1,0.0,0.0,0.0
1870,1,2012-05-22 00:00:00,30.7,-77.1,1007,18.0056,74,TS,2012-05-21 12:00:00,OFCL,12,2012-05-22 00:00:00,31.0,-77.5,-13.8926,-53.8338,55.5975
1871,1,2012-05-21 18:00:00,30.5,-78.3,1006,18.0056,37,TS,2012-05-21 18:00:00,OFCL,0,2012-05-21 18:00:00,30.5,-78.3,0.0,0.0,0.0
1872,1,2012-05-22 06:00:00,31.5,-76.1,1007,18.0056,74,TS,2012-05-21 18:00:00,OFCL,12,2012-05-22 06:00:00,31.7,-76.4,-14.2188,-37.4858,40.0919
1873,1,2012-05-22 00:00:00,30.7,-77.1,1007,18.0056,74,TS,2012-05-22 00:00:00,OFCL,0,2012-05-22 00:00:00,30.7,-77.1,0.0,0.0,0.0
1874,1,2012-05-22 06:00:00,31.5,-76.1,1007,18.0056,74,TS,2012-05-22 06:00:00,OFCL,0,2012-05-22 06:00:00,31.6,-76.1,6.46307,-9.0483,11.1195
1875,2,2012-05-28 00:00:00,30.1,-80.7,993,30.8667,74,TS,2012-05-26 00:00:00,OFCL,48,2012-05-28 00:00:00,30.2,-81.0,34.2994,7.74502,35.1629
1876,2,2012-05-27 18:00:00,30.1,-79.8,997,28.2944,74,TS,2012-05-26 06:00:00,OFCL,36,2012-05-27 18:00:00,30.6,-80.0,22.239,55.5975,59.8803
1877,2,2012-05-28 06:00:00,30.2,-81.7,996,25.7222,74,TS,2012-05-26 06:00:00,OFCL,48,2012-05-28 06:00:00,30.6,-81.6,-8.54428e-13,45.8468,45.8468
1878,2,2012-05-30 06:00:00,32.6,-80.6,1002,18.0056,138,TS,2012-05-26 06:00:00,OFCL,96,2012-05-30 06:00:00,32.0,-80.5,-26.9085,62.0542,67.6372
1879,2,2012-05-28 00:00:00,30.1,-80.7,993,30.8667,74,TS,2012-05-26 12:00:00,OFCL,36,2012-05-28 00:00:00,30.4,-80.9,25.4479,30.9801,40.0919
1880,2,2012-05-30 12:00:00,33.7,-78.9,1000,20.5778,138,TS,2012-05-26 12:00:00,OFCL,96,2012-05-30 12:00:00,32.5,-79.0,-64.3538,117.417,133.896
1881,2,2012-05-27 18:00:00,30.1,-79.8,997,28.2944,74,TS,2012-05-26 18:00:00,OFCL,24,2012-05-27 18:00:00,30.4,-79.6,-22.239,33.3585,40.0919
1882,2,2012-05-28 06:00:00,30.2,-81.7,996,25.7222,74,TS,2012-05-26 18:00:00,OFCL,36,2012-05-28 06:00:00,30.4,-81.6,-5.39375,24.2719,24.8639
1883,2,2012-05-28 00:00:00,30.1,-80.7,993,30.8667,74,TS,2012-05-27 00:00:00,OFCL,24,2012-05-28 00:00:00,30.2,-80.9,23.235,8.85145,24.8639
1884,2,2012-05-27 18:00:00,30.1,-79.8,997,28.2944,74,TS,2012-05-27 06:00:00,OFCL,12,2012-05-27 18:00:00,30.4,-80.1,33.3585,33.3585,47.176
1885,2,2012-05-28 06:00:00,30.2,-81.7,996,25.7222,74,TS,2012-05-27 06:00:00,OFCL,24,2012-05-28 06:00:00,30.5,-81.9,29.6656,26.9687,40.0919
1886,2,2012-05-30 06:00:00,32.6,-80.6,1002,18.0056,138,TS,2012-05-27 06:00:00,OFCL,72,2012-05-30 06:00:00,33.0,-79.8,98.8475,10.9831,99.4558
1887,2,2012-05-28 00:00:00,30.1,-80.7,993,30.8667,74,TS,2012-05-27 12:00:00,OFCL,12,2012-05-28 00:00:00,30.2,-80.9,23.235,8.85145,24.8639
1888,2,2012-05-30 12:00:00,33.7,-78.9,1000,20.5778,138,TS,2012-05-27 12:00:00,OFCL,72,2012-05-30 12:00:00,33.5,-78.0,82.418,60.9667,102.517
1889,2,2012-05-27 18:00:00,30.1,-79.8,997,28.2944,74,TS,2012-05-27 18:00:00,OFCL,0,2012-05-27 18:00:00,30.0,-79.9,11.1195,-11.1195,15.7253
1890,2,2012-05-28 06:00:00,30.2,-81.7,996,25.7222,74,TS,2012-05-27 18:00:00,OFCL,12,2012-05-28 06:00:00,30.0,-81.8,5.39375,-24.2719,24.8639
1891,2,2012-05-28 00:00:00,30.1,-80.7,993,30.8667,74,TS,2012-05-28 00:00:00,OFCL,0,2012-05-28 00:00:00,30.1,-80.6,-11.0643,1.10643,11.1195
1892,2,2012-05-28 06:00:00,30.2,-81.7,996,25.7222,74,TS,2012-05-28 06:00:00,OFCL,0,2012-05-28 06:00:00,30.3,-81.8,13.4844,8.09062,15.7253
1893,2,2012-05-30 06:00:00,32.6,-80.6,1002,18.0056,138,TS,2012-05-28 06:00:00,OFCL,48,2012-05-30 06:00:00,32.8,-79.9,77.4305,23.6136,80.9511
1894,2,2012-05-30 12:00:00,33.7,-78.9,1000,20.5778,138,TS,2012-05-28 12:00:00,OFCL,48,2012-05-30 12:00:00,33.5,-79.0,-19.1932,15.8062,24.8639
1895,2,2012-05-30 06:00:00,32.6,-80.6,1002,18.0056,138,TS,2012-05-28 18:00:00,OFCL,36,2012-05-30 06:00:00,33.0,-81.0,-13.1797,-61.5051,62.9013
1896,2,2012-05-30 12:00:00,33.7,-78.9,1000,20.5778,138,TS,2012-05-29 00:00:00,OFCL,36,2012-05-30 12:00:00,33.2,-79.3,-63.2248,32.7414,71.1995
1897,2,2012-05-30 06:00:00,32.6,-80.6,1002,18.0056,138,TS,2012-05-29 06:00:00,OFCL,24,2012-05-30 06:00:00,32.4,-80.7,-21.417,12.6305,24.8639
1898,2,2012-05-30 12:00:00,33.7,-78.9,1000,20.5778,138,TS,2012-05-29 12:00:00,OFCL,24,2012-05-30 12:00:00,33.3,-79.2,-48.5476,27.0963,55.5975
1899,2,2012-05-30 06:00:00,32.6,-80.6,1002,18.0056,138,TS,2012-05-29 18:00:00,OFCL,12,2012-05-30 06:00:00,32.8,-80.7,2.74576,-24.7119,24.8639
1900,2,2012-05-30 12:00:00,33.7,-78.9,1000,20.5778,138,TS,2012-05-30 00:00:00,OFCL,12,2012-05-30 12:00:00,33.1,-79.2,-57.5797,47.4186,74.5918
1901,2,2012-05-30 06:00:00,32.6,-80.6,1002,18.0056,138,TS,2012-05-30 06:00:00,OFCL,0,2012-05-30 06:00:00,32.7,-80.6,6.04068,-9.33559,11.1195
1902,2,2012-05-30 12:00:00,33.7,-78.9,1000,20.5778,138,TS,2012-05-30 12:00:00,OFCL,0,2012-05-30 12:00:00,33.7,-78.8,10.1611,4.51605,11.1195
1903,3,2012-06-19 18:00:00,39.5,-58.0,1003,20.5778,55,TS,2012-06-19 18:00:00,OFCL,0,2012-06-19 18:00:00,39.5,-58.0,0.0,0.0,0.0
1904,3,2012-06-20 06:00:00,38.3,-54.7,1002,20.5778,55,TS,2012-06-19 18:00:00,OFCL,12,2012-06-20 06:00:00,39.2,-54.8,-20.1342,-98.6577,100.691
1905,3,2012-06-20 18:00:00,38.2,-50.2,999,25.7222,55,TS,2012-06-19 18:00:00,OFCL,24,2012-06-20 18:00:00,39.5,-50.5,-11.8142,-147.881,148.353
1906,3,2012-06-21 06:00:00,39.5,-45.5,982,36.0111,55,HU,2012-06-19 18:00:00,OFCL,36,2012-06-21 06:00:00,40.9,-46.1,25.9306,-167.37,169.367
1907,3,2012-06-21 18:00:00,41.9,-42.9,975,36.0111,37,HU,2012-06-19 18:00:00,OFCL,48,2012-06-21 18:00:00,43.3,-44.1,145.771,-144.186,205.033
1908,3,2012-06-20 00:00:00,38.9,-56.7,1003,20.5778,55,TS,2012-06-20 00:00:00,OFCL,0,2012-06-20 00:00:00,38.9,-56.8,-10.6505,3.19516,11.1195
1909,3,2012-06-20 12:00:00,38.1,-52.5,1001,23.15,55,TS,2012-06-20 00:00:00,OFCL,12,2012-06-20 12:00:00,38.7,-52.9,-41.538,-68.586,80.1838
1910,3,2012-06-21 00:00:00,38.6,-47.5,991,30.8667,55,TS,2012-06-20 00:00:00,OFCL,24,2012-06-21 00:00:00,39.5,-48.4,-50.1935,-132.328,141.528
1911,3,2012-06-21 12:00:00,40.5,-43.9,974,38.5833,37,HU,2012-06-20 00:00:00,OFCL,36,2012-06-21 12:00:00,41.4,-44.7,29.7301,-130.554,133.896
1912,3,2012-06-22 00:00:00,43.3,-42.8,978,30.8667,37,TS,2012-06-20 00:00:00,OFCL,48,2012-06-22 00:00:00,43.7,-43.8,107.924,-51.9129,119.761
1913,3,2012-06-20 06:00:00,38.3,-54.7,1002,20.5778,55,TS,2012-06-20 06:00:00,OFCL,0,2012-06-20 06:00:00,38.3,-54.7,0.0,0.0,0.0
1914,3,2012-06-20 18:00:00,38.2,-50.2,999,25.7222,55,TS,2012-06-20 06:00:00,OFCL,12,2012-06-20 18:00:00,38.3,-50.4,-20.3693,-14.2585,24.8639
1915,3,2012-06-21 06:00:00,39.5,-45.5,982,36.0111,55,HU,2012-06-20 06:00:00,OFCL,24,2012-06-21 06:00:00,39.6,-45.7,-12.9653,-21.216,24.8639
1916,3,2012-06-21 18:00:00,41.9,-42.9,975,36.0111,37,HU,2012-06-20 06:00:00,OFCL,36,2012-06-21 18:00:00,42.0,-42.7,12.6757,21.3902,24.8639
1917,3,2012-06-22 06:00:00,44.5,-43.9,982,25.7222,92,TS,2012-06-20 06:00:00,OFCL,48,2012-06-22 06:00:00,44.0,-43.0,-107.522,-39.3091,114.482
1918,3,2012-06-20 12:00:00,38.1,-52.5,1001,23.15,55,TS,2012-06-20 12:00:00,OFCL,0,2012-06-20 12:00:00,38.1,-52.3,22.218,0.966,22.239
1919,3,2012-06-21 00:00:00,38.6,-47.5,991,30.8667,55,TS,2012-06-20 12:00:00,OFCL,12,2012-06-21 00:00:00,38.6,-47.6,-10.1401,-4.56305,11.1195
1920,3,2012-06-21 12:00:00,40.5,-43.9,974,38.5833,37,HU,2012-06-20 12:00:00,OFCL,24,2012-06-21 12:00:00,40.5,-43.3,38.7784,54.2898,66.717
1921,3,2012-06-22 00:00:00,43.3,-42.8,978,30.8667,37,TS,2012-06-20 12:00:00,OFCL,36,2012-06-22 00:00:00,43.6,-41.8,-50.5468,104.509,116.091
1922,3,2012-06-20 18:00:00,38.2,-50.2,999,25.7222,55,TS,2012-06-20 18:00:00,OFCL,0,2012-06-20 18:00:00,38.2,-50.2,0.0,0.0,0.0
1923,3,2012-06-21 06:00:00,39.5,-45.5,982,36.0111,55,HU,2012-06-20 18:00:00,OFCL,12,2012-06-21 06:00:00,39.4,-45.8,-34.1813,-8.25065,35.1629
1924,3,2012-06-21 18:00:00,41.9,-42.9,975,36.0111,37,HU,2012-06-20 18:00:00,OFCL,24,2012-06-21 18:00:00,41.7,-42.9,-22.1825,1.58446,22.239
1925,3,2012-06-22 06:00:00,44.5,-43.9,982,25.7222,92,TS,2012-06-20 18:00:00,OFCL,36,2012-06-22 06:00:00,44.3,-42.7,-135.27,-1.15615,135.274
