,cy,yyyymmddhh,latns,lonew,mslp,vmax,rmax,ty,fyyyymmddhh,ftech,ftau,fverftime,flatns,flonew,e_alongtrack,e_crosstrack,e_totalerror
145,4,2011-07-29 06:00:00,25.1,-93.1,1000,23.15,37,TS,2011-07-29 06:00:00,OFCL,0,2011-07-29 06:00:00,25.1,-93.0,-9.60478,5.60279,11.1195
146,4,2011-07-29 18:00:00,26.4,-95.5,1004,23.15,46,TS,2011-07-29 06:00:00,OFCL,12,2011-07-29 18:00:00,26.1,-95.5,-13.1405,-30.6613,33.3585
147,4,2011-07-29 12:00:00,25.8,-94.3,1002,23.15,37,TS,2011-07-29 12:00:00,OFCL,0,2011-07-29 12:00:00,25.8,-94.3,0.0,0.0,0.0
148,4,2011-07-30 00:00:00,27.0,-96.9,1006,18.0056,46,TS,2011-07-29 12:00:00,OFCL,12,2011-07-30 00:00:00,26.8,-96.7,-30.8399,-6.16798,31.4507
149,4,2011-07-29 18:00:00,26.4,-95.5,1004,23.15,46,TS,2011-07-29 18:00:00,OFCL,0,2011-07-29 18:00:00,26.5,-95.6,14.6006,5.84024,15.7253
150,4,2011-07-30 00:00:00,27.0,-96.9,1006,18.0056,46,TS,2011-07-30 00:00:00,OFCL,0,2011-07-30 00:00:00,27.1,-96.9,6.16798,9.25198,11.1195
151,5,2011-08-02 06:00:00,15.1,-62.5,1007,20.5778,111,TS,2011-08-01 18:00:00,OFCL,12,2011-08-02 06:00:00,15.6,-63.5,121.906,24.3811,124.32
152,5,2011-08-02 18:00:00,15.7,-64.8,1005,20.5778,111,TS,2011-08-01 18:00:00,OFCL,24,2011-08-02 18:00:00,16.5,-66.0,149.111,59.023,160.368
153,5,2011-08-03 06:00:00,16.3,-67.7,1003,23.15,74,TS,2011-08-01 18:00:00,OFCL,36,2011-08-03 06:00:00,17.4,-68.5,112.61,100.96,151.241
154,5,2011-08-03 18:00:00,16.8,-70.3,1003,23.15,74,TS,2011-08-01 18:00:00,OFCL,48,2011-08-03 18:00:00,18.4,-70.5,64.725,167.206,179.296
155,5,2011-08-02 00:00:00,14.9,-61.4,1007,20.5778,111,TS,2011-08-02 00:00:00,OFCL,0,2011-08-02 00:00:00,15.3,-62.2,95.4775,27.8476,99.4558
156,5,2011-08-02 12:00:00,15.4,-63.6,1006,20.5778,111,TS,2011-08-02 00:00:00,OFCL,12,2011-08-02 12:00:00,15.9,-64.9,153.722,18.8781,154.877
157,5,2011-08-03 00:00:00,16.0,-66.2,1004,23.15,111,TS,2011-08-02 00:00:00,OFCL,24,2011-08-03 00:00:00,16.8,-67.2,126.481,65.4214,142.399
158,5,2011-08-03 12:00:00,16.6,-69.1,1003,23.15,74,TS,2011-08-02 00:00:00,OFCL,36,2011-08-03 12:00:00,17.8,-69.4,54.841,126.134,137.541
159,5,2011-08-04 00:00:00,16.9,-70.7,1003,23.15,92,TS,2011-08-02 00:00:00,OFCL,48,2011-08-04 00:00:00,18.9,-71.4,77.8364,222.39,235.618
160,5,2011-08-07 00:00:00,27.2,-78.1,1010,18.0056,92,TS,2011-08-02 00:00:00,OFCL,120,2011-08-07 00:00:00,27.5,-80.0,-77.6387,-199.299,213.888
161,5,2011-08-02 06:00:00,15.1,-62.5,1007,20.5778,111,TS,2011-08-02 06:00:00,OFCL,0,2011-08-02 06:00:00,15.4,-63.4,105.326,5.85146,105.489
162,5,2011-08-02 18:00:00,15.7,-64.8,1005,20.5778,111,TS,2011-08-02 06:00:00,OFCL,12,2011-08-02 18:00:00,16.2,-66.0,142.121,26.405,144.553
163,5,2011-08-03 06:00:00,16.3,-67.7,1003,23.15,74,TS,2011-08-02 06:00:00,OFCL,24,2011-08-03 06:00:00,17.0,-68.3,81.545,62.1295,102.517
164,5,2011-08-03 18:00:00,16.8,-70.3,1003,23.15,74,TS,2011-08-02 06:00:00,OFCL,36,2011-08-03 18:00:00,17.8,-70.7,70.1187,97.0874,119.761
165,5,2011-08-04 06:00:00,16.9,-71.3,1004,23.15,92,TS,2011-08-02 06:00:00,OFCL,48,2011-08-04 06:00:00,18.7,-73.0,254.028,106.127,275.306
166,5,2011-08-07 06:00:00,28.4,-77.4,1009,18.0056,111,TS,2011-08-02 06:00:00,OFCL,120,2011-08-07 06:00:00,30.0,-80.0,-35.2543,-337.628,339.463
167,5,2011-08-02 12:00:00,15.4,-63.6,1006,20.5778,111,TS,2011-08-02 12:00:00,OFCL,0,2011-08-02 12:00:00,15.3,-63.6,-2.69687,-10.7875,11.1195
168,5,2011-08-03 00:00:00,16.0,-66.2,1004,23.15,111,TS,2011-08-02 12:00:00,OFCL,12,2011-08-03 00:00:00,15.7,-66.0,-28.3493,-28.3493,40.0919
169,5,2011-08-03 12:00:00,16.6,-69.1,1003,23.15,74,TS,2011-08-02 12:00:00,OFCL,24,2011-08-03 12:00:00,16.5,-68.3,-89.5736,3.65607,89.6482
170,5,2011-08-04 00:00:00,16.9,-70.7,1003,23.15,92,TS,2011-08-02 12:00:00,OFCL,36,2011-08-04 00:00:00,17.5,-70.5,-22.239,66.717,70.3258
171,5,2011-08-04 12:00:00,17.3,-72.2,1006,23.15,92,TS,2011-08-02 12:00:00,OFCL,48,2011-08-04 12:00:00,19.0,-73.0,164.102,129.292,208.916
172,5,2011-08-02 18:00:00,15.7,-64.8,1005,20.5778,111,TS,2011-08-02 18:00:00,OFCL,0,2011-08-02 18:00:00,15.6,-64.9,8.54281,-13.2025,15.7253
173,5,2011-08-03 06:00:00,16.3,-67.7,1003,23.15,74,TS,2011-08-02 18:00:00,OFCL,12,2011-08-03 06:00:00,16.2,-66.9,-89.3112,7.76619,89.6482
174,5,2011-08-03 18:00:00,16.8,-70.3,1003,23.15,74,TS,2011-08-02 18:00:00,OFCL,24,2011-08-03 18:00:00,17.3,-68.7,-159.116,97.0874,186.397
175,5,2011-08-04 06:00:00,16.9,-71.3,1004,23.15,92,TS,2011-08-02 18:00:00,OFCL,36,2011-08-04 06:00:00,18.5,-70.5,-9.03211,198.706,198.912
176,5,2011-08-03 00:00:00,16.0,-66.2,1004,23.15,111,TS,2011-08-03 00:00:00,OFCL,0,2011-08-03 00:00:00,16.0,-66.2,0.0,0.0,0.0
177,5,2011-08-03 12:00:00,16.6,-69.1,1003,23.15,74,TS,2011-08-03 00:00:00,OFCL,12,2011-08-03 12:00:00,17.0,-68.4,-69.4653,56.669,89.6482
178,5,2011-08-04 00:00:00,16.9,-70.7,1003,23.15,92,TS,2011-08-03 00:00:00,OFCL,24,2011-08-04 00:00:00,18.4,-70.5,-22.239,166.792,168.268
179,5,2011-08-04 12:00:00,17.3,-72.2,1006,23.15,92,TS,2011-08-03 00:00:00,OFCL,36,2011-08-04 12:00:00,20.2,-72.6,183.993,268.531,325.518
180,5,2011-08-07 00:00:00,27.2,-78.1,1010,18.0056,92,TS,2011-08-03 00:00:00,OFCL,96,2011-08-07 00:00:00,29.5,-78.5,198.499,-167.283,259.587
181,5,2011-08-03 06:00:00,16.3,-67.7,1003,23.15,74,TS,2011-08-03 06:00:00,OFCL,0,2011-08-03 06:00:00,16.3,-67.7,0.0,0.0,0.0
182,5,2011-08-03 18:00:00,16.8,-70.3,1003,23.15,74,TS,2011-08-03 06:00:00,OFCL,12,2011-08-03 18:00:00,17.3,-69.8,-40.4531,67.4218,78.6267
183,5,2011-08-04 06:00:00,16.9,-71.3,1004,23.15,92,TS,2011-08-03 06:00:00,OFCL,24,2011-08-04 06:00:00,19.0,-71.9,155.804,186.287,242.853
184,5,2011-08-07 06:00:00,28.4,-77.4,1009,18.0056,111,TS,2011-08-03 06:00:00,OFCL,96,2011-08-07 06:00:00,30.0,-78.5,66.4408,-205.424,215.901
185,5,2011-08-03 12:00:00,16.6,-69.1,1003,23.15,74,TS,2011-08-03 12:00:00,OFCL,0,2011-08-03 12:00:00,16.6,-68.9,-21.9364,3.65607,22.239
186,5,2011-08-04 00:00:00,16.9,-70.7,1003,23.15,92,TS,2011-08-03 12:00:00,OFCL,12,2011-08-04 00:00:00,17.5,-71.1,44.478,66.717,80.1838
187,5,2011-08-04 12:00:00,17.3,-72.2,1006,23.15,92,TS,2011-08-03 12:00:00,OFCL,24,2011-08-04 12:00:00,19.0,-73.0,164.102,129.292,208.916
188,5,2011-08-03 18:00:00,16.8,-70.3,1003,23.15,74,TS,2011-08-03 18:00:00,OFCL,0,2011-08-03 18:00:00,16.8,-70.3,0.0,0.0,0.0
189,5,2011-08-04 06:00:00,16.9,-71.3,1004,23.15,92,TS,2011-08-03 18:00:00,OFCL,12,2011-08-04 06:00:00,17.5,-72.5,149.03,6.77408,149.184
190,5,2011-08-04 00:00:00,16.9,-70.7,1003,23.15,92,TS,2011-08-04 00:00:00,OFCL,0,2011-08-04 00:00:00,16.9,-70.7,0.0,0.0,0.0
191,5,2011-08-04 12:00:00,17.3,-72.2,1006,23.15,92,TS,2011-08-04 00:00:00,OFCL,12,2011-08-04 12:00:00,17.9,-72.9,99.4558,24.8639,102.517
192,5,2011-08-07 00:00:00,27.2,-78.1,1010,18.0056,92,TS,2011-08-04 00:00:00,OFCL,72,2011-08-07 00:00:00,27.0,-79.0,-69.6347,-75.2375,102.517
193,5,2011-08-04 06:00:00,16.9,-71.3,1004,23.15,92,TS,2011-08-04 06:00:00,OFCL,0,2011-08-04 06:00:00,17.0,-71.2,-5.64507,14.6772,15.7253
194,5,2011-08-07 06:00:00,28.4,-77.4,1009,18.0056,111,TS,2011-08-04 06:00:00,OFCL,72,2011-08-07 06:00:00,28.5,-78.5,-65.7628,-103.729,122.819
195,5,2011-08-04 12:00:00,17.3,-72.2,1006,23.15,92,TS,2011-08-04 12:00:00,OFCL,0,2011-08-04 12:00:00,17.2,-71.7,-54.7007,14.9184,56.6985
196,5,2011-08-07 06:00:00,28.4,-77.4,1009,18.0056,111,TS,2011-08-06 18:00:00,OFCL,12,2011-08-07 06:00:00,27.9,-77.3,-37.2882,42.7119,56.6985
197,5,2011-08-07 00:00:00,27.2,-78.1,1010,18.0056,92,TS,2011-08-07 00:00:00,OFCL,0,2011-08-07 00:00:00,27.1,-78.2,-15.2076,-4.00199,15.7253
198,5,2011-08-07 06:00:00,28.4,-77.4,1009,18.0056,111,TS,2011-08-07 06:00:00,OFCL,0,2011-08-07 06:00:00,28.1,-77.8,-53.5594,-14.9153,55.5975
199,6,2011-08-13 06:00:00,37.6,-61.1,1006,18.0056,74,TS,2011-08-12 18:00:00,OFCL,12,2011-08-13 06:00:00,37.0,-61.4,-58.8019,45.8942,74.5918
200,6,2011-08-13 12:00:00,38.6,-59.0,1004,20.5778,55,TS,2011-08-13 00:00:00,OFCL,12,2011-08-13 12:00:00,37.8,-58.4,31.6681,106.59,111.195
201,6,2011-08-13 06:00:00,37.6,-61.1,1006,18.0056,74,TS,2011-08-13 06:00:00,OFCL,0,2011-08-13 06:00:00,37.3,-61.2,-24.3813,25.3374,35.1629
202,6,2011-08-13 12:00:00,38.6,-59.0,1004,20.5778,55,TS,2011-08-13 12:00:00,OFCL,0,2011-08-13 12:00:00,38.6,-58.9,10.4273,3.86196,11.1195
203,7,2011-08-14 12:00:00,28.1,-62.9,1010,20.5778,46,TS,2011-08-14 00:00:00,OFCL,12,2011-08-14 12:00:00,28.6,-62.6,44.294,47.3488,64.8372
204,7,2011-08-15 00:00:00,29.6,-63.3,1006,23.15,46,TS,2011-08-14 00:00:00,OFCL,24,2011-08-15 00:00:00,30.1,-63.7,59.7473,-38.7251,71.1995
205,7,2011-08-15 12:00:00,31.6,-63.2,1000,28.2944,27,TS,2011-08-14 00:00:00,OFCL,36,2011-08-15 12:00:00,32.0,-64.0,9.58,-98.9933,99.4558
206,7,2011-08-16 00:00:00,34.2,-61.6,1005,23.15,27,TS,2011-08-14 00:00:00,OFCL,48,2011-08-16 00:00:00,35.0,-63.0,-40.7415,-174.606,179.296
207,7,2011-08-14 06:00:00,27.7,-62.3,1011,18.0056,55,TS,2011-08-14 06:00:00,OFCL,0,2011-08-14 06:00:00,28.2,-62.1,12.336,58.5959,59.8803
208,7,2011-08-14 18:00:00,28.8,-63.1,1009,20.5778,46,TS,2011-08-14 06:00:00,OFCL,12,2011-08-14 18:00:00,29.4,-63.2,67.4218,5.39375,67.6372
209,7,2011-08-15 06:00:00,30.6,-63.4,1003,25.7222,46,TS,2011-08-14 06:00:00,OFCL,24,2011-08-15 06:00:00,31.2,-63.8,56.6985,-56.6985,80.1838
210,7,2011-08-15 18:00:00,32.9,-62.7,1003,25.7222,27,TS,2011-08-14 06:00:00,OFCL,36,2011-08-15 18:00:00,33.7,-63.2,31.995,-99.9027,104.901
211,7,2011-08-16 06:00:00,35.6,-60.3,1007,23.15,27,TS,2011-08-14 06:00:00,OFCL,48,2011-08-16 06:00:00,37.3,-61.0,42.1777,-200.031,204.429
212,7,2011-08-14 12:00:00,28.1,-62.9,1010,20.5778,46,TS,2011-08-14 12:00:00,OFCL,0,2011-08-14 12:00:00,28.1,-62.9,0.0,0.0,0.0
213,7,2011-08-15 00:00:00,29.6,-63.3,1006,23.15,46,TS,2011-08-14 12:00:00,OFCL,12,2011-08-15 00:00:00,29.6,-63.7,4.42572,-44.2572,44.478
214,7,2011-08-15 12:00:00,31.6,-63.2,1000,28.2944,27,TS,2011-08-14 12:00:00,OFCL,24,2011-08-15 12:00:00,31.8,-63.8,-3.19333,-70.2533,70.3258
215,7,2011-08-16 00:00:00,34.2,-61.6,1005,23.15,27,TS,2011-08-14 12:00:00,OFCL,36,2011-08-16 00:00:00,34.9,-62.4,-3.49213,-118.15,118.202
216,7,2011-08-14 18:00:00,28.8,-63.1,1009,20.5778,46,TS,2011-08-14 18:00:00,OFCL,0,2011-08-14 18:00:00,28.6,-63.1,-21.575,-5.39375,22.239
217,7,2011-08-15 06:00:00,30.6,-63.4,1003,25.7222,46,TS,2011-08-14 18:00:00,OFCL,12,2011-08-15 06:00:00,30.3,-63.8,-41.4335,-37.0721,55.5975
218,7,2011-08-15 18:00:00,32.9,-62.7,1003,25.7222,27,TS,2011-08-14 18:00:00,OFCL,24,2011-08-15 18:00:00,32.3,-63.6,-115.574,-33.3009,120.276
219,7,2011-08-16 06:00:00,35.6,-60.3,1007,23.15,27,TS,2011-08-14 18:00:00,OFCL,36,2011-08-16 06:00:00,34.9,-61.8,-181.657,-29.6497,184.06
220,7,2011-08-15 00:00:00,29.6,-63.3,1006,23.15,46,TS,2011-08-15 00:00:00,OFCL,0,2011-08-15 00:00:00,29.6,-63.2,-1.10643,11.0643,11.1195
221,7,2011-08-15 12:00:00,31.6,-63.2,1000,28.2944,27,TS,2011-08-15 00:00:00,OFCL,12,2011-08-15 12:00:00,31.9,-63.4,23.1517,-32.7317,40.0919
222,7,2011-08-16 00:00:00,34.2,-61.6,1005,23.15,27,TS,2011-08-15 00:00:00,OFCL,24,2011-08-16 00:00:00,34.7,-62.2,-4.65617,-86.7211,86.846
223,7,2011-08-15 06:00:00,30.6,-63.4,1003,25.7222,46,TS,2011-08-15 06:00:00,OFCL,0,2011-08-15 06:00:00,30.7,-63.4,10.9036,-2.18071,11.1195
224,7,2011-08-15 18:00:00,32.9,-62.7,1003,25.7222,27,TS,2011-08-15 06:00:00,OFCL,12,2011-08-15 18:00:00,33.5,-62.9,36.5657,-60.0722,70.3258
225,7,2011-08-16 06:00:00,35.6,-60.3,1007,23.15,27,TS,2011-08-15 06:00:00,OFCL,24,2011-08-16 06:00:00,36.8,-60.8,29.2321,-141.567,144.553
226,7,2011-08-15 12:00:00,31.6,-63.2,1000,28.2944,27,TS,2011-08-15 12:00:00,OFCL,0,2011-08-15 12:00:00,31.5,-63.3,-14.37,-6.38666,15.7253
227,7,2011-08-16 00:00:00,34.2,-61.6,1005,23.15,27,TS,2011-08-15 12:00:00,OFCL,12,2011-08-16 00:00:00,34.3,-62.0,-22.1168,-40.1594,45.8468
228,7,2011-08-15 18:00:00,32.9,-62.7,1003,25.7222,27,TS,2011-08-15 18:00:00,OFCL,0,2011-08-15 18:00:00,32.6,-63.0,-47.0131,-3.91775,47.176
229,7,2011-08-16 06:00:00,35.6,-60.3,1007,23.15,27,TS,2011-08-15 18:00:00,OFCL,12,2011-08-16 06:00:00,35.7,-60.8,-39.6721,-40.5073,56.6985
230,7,2011-08-16 00:00:00,34.2,-61.6,1005,23.15,27,TS,2011-08-16 00:00:00,OFCL,0,2011-08-16 00:00:00,33.9,-62.2,-69.8425,-26.1909,74.5918
231,7,2011-08-16 06:00:00,35.6,-60.3,1007,23.15,27,TS,2011-08-16 06:00:00,OFCL,0,2011-08-16 06:00:00,35.5,-60.6,-33.8257,-9.60483,35.1629
232,8,2011-08-19 12:00:00,15.9,-83.4,1003,18.0056,46,TS,2011-08-19 00:00:00,OFCL,12,2011-08-19 12:00:00,15.5,-83.4,-6.29013,-44.0309,44.478
233,8,2011-08-20 00:00:00,16.1,-84.9,995,23.15,27,TS,2011-08-19 00:00:00,OFCL,24,2011-08-20 00:00:00,15.7,-84.9,-9.64863,-43.4188,44.478
234,8,2011-08-20 12:00:00,16.6,-87.0,998,25.7222,18,TS,2011-08-19 00:00:00,OFCL,36,2011-08-20 12:00:00,15.9,-86.6,-65.4017,-61.3141,89.6482
235,8,2011-08-21 00:00:00,17.3,-89.6,1003,18.0056,55,TS,2011-08-19 00:00:00,OFCL,48,2011-08-21 00:00:00,16.2,-88.5,-148.328,-88.9968,172.979
236,8,2011-08-22 00:00:00,18.7,-94.8,1005,18.0056,55,TS,2011-08-19 00:00:00,OFCL,72,2011-08-22 00:00:00,17.0,-93.5,-130.718,-198.85,237.968
237,8,2011-08-19 18:00:00,16.0,-84.1,1001,20.5778,46,TS,2011-08-19 06:00:00,OFCL,12,2011-08-19 18:00:00,15.6,-84.4,27.5841,-48.2721,55.5975
238,8,2011-08-20 06:00:00,16.3,-85.8,994,25.7222,27,TS,2011-08-19 06:00:00,OFCL,24,2011-08-20 06:00:00,15.8,-86.0,8.09062,-59.3312,59.8803
239,8,2011-08-20 18:00:00,17.0,-88.3,995,28.2944,18,TS,2011-08-19 06:00:00,OFCL,36,2011-08-20 18:00:00,16.1,-87.8,-76.6766,-85.011,114.482
240,8,2011-08-19 12:00:00,15.9,-83.4,1003,18.0056,46,TS,2011-08-19 12:00:00,OFCL,0,2011-08-19 12:00:00,16.0,-83.3,-9.4352,12.5803,15.7253
241,8,2011-08-20 00:00:00,16.1,-84.9,995,23.15,27,TS,2011-08-19 12:00:00,OFCL,12,2011-08-20 00:00:00,16.3,-85.0,15.679,19.2973,24.8639
242,8,2011-08-20 12:00:00,16.6,-87.0,998,25.7222,18,TS,2011-08-19 12:00:00,OFCL,24,2011-08-20 12:00:00,16.7,-86.8,-17.9855,17.1679,24.8639
243,8,2011-08-21 00:00:00,17.3,-89.6,1003,18.0056,55,TS,2011-08-19 12:00:00,OFCL,36,2011-08-21 00:00:00,17.1,-88.6,-113.269,5.39375,113.397
244,8,2011-08-19 18:00:00,16.0,-84.1,1001,20.5778,46,TS,2011-08-19 18:00:00,OFCL,0,2011-08-19 18:00:00,16.4,-84.3,27.5841,41.3761,49.7279
245,8,2011-08-20 06:00:00,16.3,-85.8,994,25.7222,27,TS,2011-08-19 18:00:00,OFCL,12,2011-08-20 06:00:00,16.7,-86.1,43.15,35.0593,55.5975
246,8,2011-08-20 18:00:00,17.0,-88.3,995,28.2944,18,TS,2011-08-19 18:00:00,OFCL,24,2011-08-20 18:00:00,17.1,-87.9,-40.8386,20.836,45.8468
247,8,2011-08-20 00:00:00,16.1,-84.9,995,23.15,27,TS,2011-08-20 00:00:00,OFCL,0,2011-08-20 00:00:00,16.1,-84.7,-21.7094,4.82431,22.239
248,8,2011-08-20 12:00:00,16.6,-87.0,998,25.7222,18,TS,2011-08-20 00:00:00,OFCL,12,2011-08-20 12:00:00,16.4,-86.6,-49.0513,-8.17521,49.7279
249,8,2011-08-21 00:00:00,17.3,-89.6,1003,18.0056,55,TS,2011-08-20 00:00:00,OFCL,24,2011-08-21 00:00:00,16.8,-88.5,-132.147,-24.2719,134.357
250,8,2011-08-22 00:00:00,18.7,-94.8,1005,18.0056,55,TS,2011-08-20 00:00:00,OFCL,48,2011-08-22 00:00:00,17.7,-93.0,-191.72,-125.173,228.964
251,8,2011-08-20 06:00:00,16.3,-85.8,994,25.7222,27,TS,2011-08-20 06:00:00,OFCL,0,2011-08-20 06:00:00,16.3,-85.7,-10.7875,2.69687,11.1195
252,8,2011-08-20 18:00:00,17.0,-88.3,995,28.2944,18,TS,2011-08-20 06:00:00,OFCL,12,2011-08-20 18:00:00,16.5,-87.7,-77.51,-39.1717,86.846
253,8,2011-08-20 12:00:00,16.6,-87.0,998,25.7222,18,TS,2011-08-20 12:00:00,OFCL,0,2011-08-20 12:00:00,16.7,-87.0,3.27009,10.6278,11.1195
254,8,2011-08-21 00:00:00,17.3,-89.6,1003,18.0056,55,TS,2011-08-20 12:00:00,OFCL,12,2011-08-21 00:00:00,17.0,-89.0,-72.8156,-16.1812,74.5918
255,8,2011-08-22 00:00:00,18.7,-94.8,1005,18.0056,55,TS,2011-08-20 12:00:00,OFCL,36,2011-08-22 00:00:00,17.6,-93.4,-146.563,-133.095,197.977
256,8,2011-08-20 18:00:00,17.0,-88.3,995,28.2944,18,TS,2011-08-20 18:00:00,OFCL,0,2011-08-20 18:00:00,17.0,-88.3,0.0,0.0,0.0
257,8,2011-08-21 00:00:00,17.3,-89.6,1003,18.0056,55,TS,2011-08-21 00:00:00,OFCL,0,2011-08-21 00:00:00,17.3,-89.6,0.0,0.0,0.0
258,8,2011-08-22 00:00:00,18.7,-94.8,1005,18.0056,55,TS,2011-08-21 00:00:00,OFCL,24,2011-08-22 00:00:00,17.9,-94.3,-49.1183,-92.691,104.901
259,8,2011-08-22 00:00:00,18.7,-94.8,1005,18.0056,55,TS,2011-08-21 12:00:00,OFCL,12,2011-08-22 00:00:00,18.1,-94.2,-61.794,-71.3008,94.352
260,8,2011-08-22 00:00:00,18.7,-94.8,1005,18.0056,55,TS,2011-08-22 00:00:00,OFCL,0,2011-08-22 00:00:00,18.9,-94.3,-57.0406,18.2213,59.8803
261,9,2011-08-21 06:00:00,16.0,-60.6,1006,23.15,92,TS,2011-08-20 18:00:00,OFCL,12,2011-08-21 06:00:00,15.4,-61.1,19.8912,-84.5374,86.846
262,9,2011-08-21 18:00:00,17.5,-63.7,999,25.7222,92,TS,2011-08-20 18:00:00,OFCL,24,2011-08-21 18:00:00,16.1,-64.4,28.6132,-171.679,174.048
263,9,2011-08-22 06:00:00,18.2,-65.9,990,33.4389,27,HU,2011-08-20 18:00:00,OFCL,36,2011-08-22 06:00:00,16.7,-67.0,13.6452,-206.384,206.835
264,9,2011-08-22 18:00:00,19.3,-68.0,988,38.5833,27,HU,2011-08-20 18:00:00,OFCL,48,2011-08-22 18:00:00,17.5,-69.6,69.619,-258.585,267.793
265,9,2011-08-23 18:00:00,20.7,-71.2,977,41.1556,37,HU,2011-08-20 18:00:00,OFCL,72,2011-08-23 18:00:00,19.0,-74.0,211.709,-296.392,364.238
266,9,2011-08-24 18:00:00,22.7,-74.3,954,51.4444,27,HU,2011-08-20 18:00:00,OFCL,96,2011-08-24 18:00:00,21.5,-77.0,117.94,-306.644,328.543
267,9,2011-08-25 18:00:00,26.5,-77.2,950,46.3,55,HU,2011-08-20 18:00:00,OFCL,120,2011-08-25 18:00:00,24.0,-79.5,-255.788,-277.951,377.736
268,9,2011-08-21 00:00:00,15.0,-59.0,1006,23.15,111,TS,2011-08-21 00:00:00,OFCL,0,2011-08-21 00:00:00,15.0,-59.0,0.0,0.0,0.0
269,9,2011-08-21 12:00:00,16.8,-62.2,1005,23.15,92,TS,2011-08-21 00:00:00,OFCL,12,2011-08-21 12:00:00,16.0,-62.7,12.7633,-104.122,104.901
270,9,2011-08-22 00:00:00,17.9,-65.0,993,30.8667,55,TS,2011-08-21 00:00:00,OFCL,24,2011-08-22 00:00:00,16.6,-65.9,49.2281,-168.782,175.815
271,9,2011-08-22 12:00:00,18.9,-67.0,989,36.0111,27,HU,2011-08-21 00:00:00,OFCL,36,2011-08-22 12:00:00,17.2,-68.4,74.3342,-233.327,244.881
272,9,2011-08-23 00:00:00,19.7,-68.8,981,41.1556,27,HU,2011-08-21 00:00:00,OFCL,48,2011-08-23 00:00:00,18.0,-70.7,116.288,-258.544,283.493
273,9,2011-08-24 00:00:00,21.0,-71.9,969,41.1556,37,HU,2011-08-21 00:00:00,OFCL,72,2011-08-24 00:00:00,19.5,-75.0,233.721,-303.34,382.937
274,9,2011-08-25 00:00:00,23.5,-75.1,952,48.8722,55,HU,2011-08-21 00:00:00,OFCL,96,2011-08-25 00:00:00,21.5,-78.0,124.538,-371.391,391.716
275,9,2011-08-26 00:00:00,27.7,-77.3,946,46.3,55,HU,2011-08-21 00:00:00,OFCL,120,2011-08-26 00:00:00,24.5,-80.5,-355.824,-355.824,503.211
276,9,2011-08-21 06:00:00,16.0,-60.6,1006,23.15,92,TS,2011-08-21 06:00:00,OFCL,0,2011-08-21 06:00:00,16.0,-60.4,-19.8912,9.94558,22.239
277,9,2011-08-21 18:00:00,17.5,-63.7,999,25.7222,92,TS,2011-08-21 06:00:00,OFCL,12,2011-08-21 18:00:00,17.0,-63.7,-16.3504,-53.1389,55.5975
278,9,2011-08-22 06:00:00,18.2,-65.9,990,33.4389,27,HU,2011-08-21 06:00:00,OFCL,24,2011-08-22 06:00:00,17.5,-66.7,33.2602,-113.426,118.202
279,9,2011-08-22 18:00:00,19.3,-68.0,988,38.5833,27,HU,2011-08-21 06:00:00,OFCL,36,2011-08-22 18:00:00,18.0,-69.2,54.7007,-188.966,196.724
280,9,2011-08-23 06:00:00,20.1,-69.7,978,41.1556,27,HU,2011-08-21 06:00:00,OFCL,48,2011-08-23 06:00:00,18.6,-71.5,137.135,-221.526,260.538
281,9,2011-08-24 06:00:00,21.3,-72.5,965,48.8722,37,HU,2011-08-21 06:00:00,OFCL,72,2011-08-24 06:00:00,20.3,-75.3,182.36,-275.763,330.606
282,9,2011-08-25 06:00:00,24.1,-75.9,950,48.8722,55,HU,2011-08-21 06:00:00,OFCL,96,2011-08-25 06:00:00,22.8,-78.2,-6.02486,-293.712,293.774
283,9,2011-08-26 06:00:00,28.8,-77.3,942,46.3,18,HU,2011-08-21 06:00:00,OFCL,120,2011-08-26 06:00:00,26.1,-80.7,-267.793,-401.689,482.77
284,9,2011-08-21 12:00:00,16.8,-62.2,1005,23.15,92,TS,2011-08-21 12:00:00,OFCL,0,2011-08-21 12:00:00,16.8,-62.4,20.1526,-9.40454,22.239
285,9,2011-08-22 00:00:00,17.9,-65.0,993,30.8667,55,TS,2011-08-21 12:00:00,OFCL,12,2011-08-22 00:00:00,17.5,-65.5,38.6792,-59.777,71.1995
286,9,2011-08-22 12:00:00,18.9,-67.0,989,36.0111,27,HU,2011-08-21 12:00:00,OFCL,24,2011-08-22 12:00:00,18.2,-68.2,94.9825,-121.825,154.477
287,9,2011-08-23 00:00:00,19.7,-68.8,981,41.1556,27,HU,2011-08-21 12:00:00,OFCL,36,2011-08-23 00:00:00,18.9,-70.9,177.255,-176.126,249.88
288,9,2011-08-23 12:00:00,20.4,-70.6,978,41.1556,27,HU,2011-08-21 12:00:00,OFCL,48,2011-08-23 12:00:00,19.6,-73.3,228.748,-213.83,313.128
289,9,2011-08-24 12:00:00,21.9,-73.3,957,54.0167,27,HU,2011-08-21 12:00:00,OFCL,72,2011-08-24 12:00:00,21.5,-76.5,250.067,-257.013,358.593
290,9,2011-08-25 12:00:00,25.4,-76.6,950,46.3,55,HU,2011-08-21 12:00:00,OFCL,96,2011-08-25 12:00:00,24.0,-79.0,-8.87432,-308.826,308.954
